UniqueID,Variable,Component,EMS_Code,CAS_ number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
671,Phosphorus,Total,EMS_P__T,(7723-14-0),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,Applies to lakes.,No Effect,Upper Limit,10,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
672,Phosphorus,Total,EMS_P__T,(7723-14-0),Recreation,Water,Primary Contact,1,1,max,,,,Applies to lakes.,No Effect,Upper Limit,10,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
673,Picloram,Total,EMS_PICL,(1918-02-1),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,190,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
674,Picloram,Total,EMS_PICL,(1918-02-1),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,29,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
675,Polychlorinated Biphenyl 105,Total,,(32598-14-4),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.09,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
676,Polychlorinated Biphenyl 126,Total,,(57465-28-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.00025,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
677,Polychlorinated Biphenyl 169,Total,,(32774-16-6),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.06,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
678,Polychlorinated Biphenyl 77,Total,,(32598-13-3),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.04,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
679,Polychlorinated Biphenyls (PCB),Total,EMS_P019,(1336-36-3),Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.5,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
680,Polychlorinated Biphenyls (PCB),Total,EMS_P019,(1336-36-3),Wildlife - Dietary,Tissue,Short-term acute,1,1,max,,,,Guideline applies to fish or shellfish consumed by wildlife.,No Effect,Upper Limit,0.1,Wet weight.,ug/g,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
681,Polychlorinated Biphenyls (PCB),Total,EMS_P019,(1336-36-3),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.1,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
682,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00000085,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
683,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Provisional maximum expressed on a toxic equivalency basis using toxic equivalent factors for fish. See reference.,Probable Effect,Upper Limit,0.0000215,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
684,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00000085,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
685,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Provisional maximum expressed on a toxic equivalency basis using toxic equivalent factors for fish. See reference.,Probable Effect,Upper Limit,0.0000215,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
686,Polycyclic aromatic hydrocarbons (PAH),Total,EMS_PAH_,(130498-29-2),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,4,,ug/g,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
687,Polycyclic aromatic hydrocarbons (PAH),Total,EMS_PAH_,(130498-29-2),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Based on National Status and Trends Program Approach.  100 ug/g shows severe effects (Persuad et al. 1993).,,,Probable Effect,Upper Limit,35,,ug/g,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
688,Polycyclic aromatic hydrocarbons high molecular weight (HPAH),Total,EMS_PAHH,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Based on background approach method.,,,No Effect,Upper Limit,1,,ug/g,Working,"Environment Canada and Ministry of the Environment of Quebec (EC & QC MoE). July 1992. Interim criteria for quality assessment of St. Lawrence River Sediment. Environment Canada, St. Lawrence Centre, and Ministry of the Environment of Quebec.",,,
689,Polycyclic aromatic hydrocarbons high molecular weight (HPAH),Total,EMS_PAHH,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,9.61,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
690,Polycyclic aromatic hydrocarbons high molecular weight (HPAH),Total,EMS_PAHH,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,531,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
691,Polycyclic aromatic hydrocarbons low molecular weight (LPAH),Total,EMS_PAHL,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Based on background approach method.,,,No Effect,Upper Limit,0.1,,ug/g,Working,"Environment Canada and Ministry of the Environment of Quebec (EC & QC MoE). July 1992. Interim criteria for quality assessment of St. Lawrence River Sediment. Environment Canada, St. Lawrence Centre, and Ministry of the Environment of Quebec.",,,
692,Polycyclic aromatic hydrocarbons low molecular weight (LPAH),Total,EMS_PAHL,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,3.71,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
693,Polycyclic aromatic hydrocarbons low molecular weight (LPAH),Total,EMS_PAHL,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,7.81,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
694,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.053,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
695,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.875,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
696,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,For use under phototoxic conditions.,No Effect,Upper Limit,0.02,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
697,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.153,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
698,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,1.398,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
699,Quinoline,Total,EMS_PA19,(91-22-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,3.4,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
700,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 = 5.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,1,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
701,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 5.0 & EMS_0004 <=5.5,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,3,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
702,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 5.5 & EMS_0004 <=6.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,4,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
703,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 6.0 & EMS_0004 <=6.5,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,9,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
704,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 6.5 & EMS_0004 <=7.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,25,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
705,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 7.0 & EMS_0004 <=7.5,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,45,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
706,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 7.5 & EMS_0004 <=8.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,52,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
707,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 8.0 & EMS_0004 <=8.5,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,60,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
708,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 8.5 & EMS_0004 <=9.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,62,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
709,Salinity,Total,EMS_0130,(NA),Aquatic Life - Estuarine,Water,Long-term chronic,30,5,mean,,,,24-hour change in salinity should not exceed 1 part per thousand if natural salinity is 0 to 3.5 parts per thousand; 2 parts per thousand if natural salinity is 3.5 to 13.5 parts per thousand; and 4 parts per thousand if natural salinity is 13.5 to 35 parts per thousand (US EPA 1976).,No Effect,Lower Limit,EMS_0130*0.9,,,Working,"Department of Environment (DoE). 1972. Guidelines for water quality objectives and standards. Technical bulletin No. 67, Ottawa, CA: Department of the Environment, Inland Waters Branch. 168 p.",,,
710,Selenium,Total,EMS_SE_T,(7782-49-2),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,10,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
