UniqueID,Variable,EMS_Code,Use,Media,Type,Days,Samples,Statistic,Notes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
500,Lithium Total,EMS_LI_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Citrus,,,No Effect,Upper Limit,0.75,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
501,Malathion,EMS_M001,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.1,,ug/L,Working,"US Environmental Protection Agency. 1986.  Quality criteria for water 1986. (The Gold Book) Washington, DC (US): Office of Water Regulations and Standards. 477 p. EPA 440/5-86-001.",,,
502,Malathion,EMS_M001,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.1,,ug/L,Working,"US Environmental Protection Agency. 1986.  Quality criteria for water 1986. (The Gold Book) Washington, DC (US): Office of Water Regulations and Standards. 477 p. EPA 440/5-86-001.",,,
503,Manganese Total,EMS_MN_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,200,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
504,Manganese Total,EMS_MN_T,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,effect levels based on screening level concentration,,,No Effect,Upper Limit,460,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for Arsenic, Cadmium, Chromium, Copper, Iron, Lead, Manganese, Mercury, Nickel, and Zinc. Water Resources Branch, Ontario Ministry of the Environment.",,,
505,Manganese Total,EMS_MN_T,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,effect levels based on screening level concentration,,,Probable Effect,Upper Limit,1100,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for Arsenic, Cadmium, Chromium, Copper, Iron, Lead, Manganese, Mercury, Nickel, and Zinc. Water Resources Branch, Ontario Ministry of the Environment.",,,
506,Manganese Total,EMS_MN_T,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,0.01102 * EMS_0107 + 0.54,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/manganese-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/manganese-tech.pdf
507,Manganese Total,EMS_MN_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.0044 * EMS_0107 + 0.605,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/manganese-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/manganese-tech.pdf
508,Manganese Total,EMS_MN_T,Wildlife - Dietary,Water,Long-term chronic,30,5,mean,To protect consumers of shellfish,,,No Effect,Upper Limit,100,,ug/L,Working,"US Environmental Protection Agency. 1986.  Quality criteria for water 1986. (The Gold Book) Washington, DC (US): Office of Water Regulations and Standards. 477 p. EPA 440/5-86-001.",,,
509,Manganese Total,EMS_MN_T,Drinking Water,Water,Aesthetic Objective,1,1,max,,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
510,Mercury Total,EMS_HG_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,2,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-tech.pdf
511,Mercury Total,EMS_HG_T,Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,3,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-tech.pdf
512,Mercury Total,EMS_HG_T,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.17,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
513,Mercury Total,EMS_HG_T,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.486,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
514,Mercury Total,EMS_HG_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,(EMS_HGME / EMS_HG_T * 100) <= 0.5,,No Effect,Upper Limit,0.02,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-tech.pdf
515,Mercury Total,EMS_HG_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,(EMS_HGME / EMS_HG_T * 100) > 0.5,,No Effect,Upper Limit,10^(-4) / (EMS_HGME / EMS_HG_T),,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-tech.pdf
516,Mercury Total,EMS_HG_T,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.13,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
517,Mercury Total,EMS_HG_T,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.7,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
518,Mercury Total,EMS_HG_T,Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,No Effect,Upper Limit,0.001,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
519,Mercury Total,EMS_HG_T,Wildlife - Dietary,Tissue,Long-term chronic,30,5,mean,In fish or shellfish consumed by wildlife,,,No Effect,Upper Limit,0.033,,ug/g,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mercury-tech.pdf
520,Methyl tertiary-butyl ether Total,EMS_MTBE,Agriculture - Livestock,Water,Short-term acute,1,1,max,"Concentrations above the taste and odour thresholds that are below the livestock WQG may result in certain livestock avoicing water, reducing consumption, and suffering adverse effects.",,,No Effect,Upper Limit,11,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/methyl-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mtbe-tech.pdf
521,Methyl tertiary-butyl ether Total,EMS_MTBE,Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,0.44,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/methyl-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mtbe-tech.pdf
522,Methyl tertiary-butyl ether Total,EMS_MTBE,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,3.4,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/methyl-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mtbe-tech.pdf
523,Methyl tertiary-butyl ether Total,EMS_MTBE,Aquatic Life - Marine,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,0.44,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/methyl-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/mtbe-tech.pdf
524,Methyl tertiary-butyl ether Total,EMS_MTBE,Drinking Water,Water,Aesthetic Objective,1,1,max,,,,No Effect,Upper Limit,0.015,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
525,Methylated naphthalene,EMS_PA14,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,1,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
526,Methylchlorophenoxy acetic acid (4-chloro-2-methylphenoxy acetic acid; MCPA),EMS_M010,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.025,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
527,Methylchlorophenoxy acetic acid (4-chloro-2-methylphenoxy acetic acid; MCPA),EMS_M010,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,25,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
528,Methylchlorophenoxy acetic acid (4-chloro-2-methylphenoxy acetic acid; MCPA),EMS_M010,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,2.6,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
529,Methylchlorophenoxy acetic acid (4-chloro-2-methylphenoxy acetic acid; MCPA),EMS_M010,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,4.2,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
530,Metolachlor,EMS_M005,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,28,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
531,Metolachlor,EMS_M005,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,50,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
532,Metolachlor,EMS_M005,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,7.8,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
533,Metribuzin,EMS_M006,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
534,Metribuzin,EMS_M006,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,80,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
535,Metribuzin,EMS_M006,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,1,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
536,Mirex,EMS_M024,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,effect levels based on screening level concentration,,,No Effect,Upper Limit,0.0071,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
537,Mirex,EMS_M024,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,effect levels based on screening level concentration,,,Probable Effect,Upper Limit,1.31,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
538,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,"For forage crops - poorly drained soils, Cu:Mo ration <2:1 in the irrigation water",,,No Effect,Upper Limit,0.01,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
539,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,"For forage crops - poorly drained soils, Cu:Mo ration >2:1 in the irrigation water",,,No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
540,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,For forage crops - well drained soil,,,No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
541,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,All soils and non-forage crops,,,No Effect,Upper Limit,0.03,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
542,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,"For forage crops - poorly drained soils, Cu:Mo ration <2:1 in the irrigation water",,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
543,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,"For forage crops - poorly drained soils, Cu:Mo ration >2:1 in the irrigation water",,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
544,Molybdenum Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,For forage crops - well drained soil,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
545,Molybdenum Total,EMS_MO_T,Agriculture - Livestock,Water,Short-term acute,1,1,max,All other cases,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
